scenario,trial,seed,expect_drift,kind,input_drift_detected,n_drifted_features,n_schema_failures,max_psi,mean_psi,detection_seconds,prediction_drift_detected,prediction_shape_drift,prediction_level_drift,prediction_psi,prediction_mean,prediction_mean_shift,roc_auc,pr_auc,accuracy,scorable
prior_shift,13,10013,True,prior,False,0,0,0.087014,0.038375,0.119433,True,False,True,0.126009,0.357476,0.477753,0.932948,0.931349,0.787,True
prior_shift,14,10014,True,prior,False,0,0,0.130094,0.051393,0.115549,True,False,True,0.158873,0.367661,0.519854,0.915091,0.910593,0.779,True
prior_shift,15,10015,True,prior,False,0,0,0.072511,0.040766,0.161261,True,False,True,0.147946,0.363915,0.504368,0.927637,0.923685,0.78,True
prior_shift,16,10016,True,prior,False,0,0,0.130554,0.045468,0.14339,True,False,True,0.152524,0.361371,0.493854,0.923798,0.917896,0.7835,True
prior_shift,17,10017,True,prior,False,0,0,0.126053,0.051055,0.136406,True,False,True,0.154966,0.363263,0.501675,0.925292,0.924661,0.7995,True
prior_shift,18,10018,True,prior,False,0,0,0.103193,0.055664,0.113874,True,False,True,0.176737,0.378494,0.564638,0.920388,0.924581,0.791,True
prior_shift,19,10019,True,prior,False,0,0,0.111086,0.051986,0.097241,True,False,True,0.178368,0.382689,0.581977,0.930155,0.928819,0.814,True
prior_shift,20,10020,True,prior,False,0,0,0.105076,0.05017,0.10703,True,False,True,0.186948,0.387398,0.601447,0.933632,0.931188,0.8005,True
prior_shift,21,10021,True,prior,False,0,0,0.113539,0.050225,0.106531,True,False,True,0.162077,0.374077,0.546377,0.929649,0.927783,0.795,True
prior_shift,22,10022,True,prior,False,0,0,0.105009,0.054719,0.109418,True,False,True,0.158313,0.374916,0.549848,0.934697,0.935015,0.8115,True
prior_shift,23,10023,True,prior,False,0,0,0.116533,0.047518,0.093575,True,False,True,0.165455,0.375296,0.551419,0.931627,0.929126,0.8045,True
prior_shift,24,10024,True,prior,False,0,0,0.110245,0.056501,0.10013,True,False,True,0.182107,0.383379,0.584833,0.932332,0.933086,0.816,True
prior_shift,25,10025,True,prior,False,0,0,0.100633,0.050813,0.097306,True,False,True,0.169691,0.377763,0.561615,0.930663,0.931449,0.7985,True
prior_shift,26,10026,True,prior,False,0,0,0.104954,0.049176,0.105426,True,False,True,0.137896,0.366598,0.515462,0.92677,0.928367,0.7855,True
prior_shift,27,10027,True,prior,False,0,0,0.09887,0.038591,0.126222,True,False,True,0.138728,0.365655,0.511563,0.922874,0.92549,0.8075,True
prior_shift,28,10028,True,prior,False,0,0,0.104413,0.049277,0.088242,True,False,True,0.185602,0.389975,0.612099,0.945746,0.946324,0.833,True
prior_shift,29,10029,True,prior,False,0,0,0.108978,0.050169,0.114172,True,False,True,0.158215,0.373147,0.542533,0.928225,0.928549,0.799,True
